2026-06-20 10:45:16 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:47:33 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:47:33 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:48:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:48:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:49:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:49:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:50:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:50:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:51:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:51:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:52:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:52:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:53:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:53:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:53:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:53:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:54:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:54:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:55:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:55:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:56:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:56:34 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:57:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:57:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:58:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:58:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:59:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 10:59:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:00:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:00:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:01:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:01:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:02:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:02:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:03:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:03:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:04:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:04:35 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:05:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:05:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:06:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:06:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:07:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:07:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:08:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:08:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:09:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:09:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:10:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:10:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:11:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:11:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:12:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:12:36 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:13:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:13:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:14:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:14:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:15:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:15:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:16:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:16:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:17:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:17:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:18:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:18:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:19:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:19:37 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:20:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:20:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:21:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:21:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:22:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:22:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:23:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:23:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:24:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:24:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:25:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:25:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:26:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:26:38 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:27:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:27:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:28:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:28:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:29:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:29:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:30:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:30:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:31:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:31:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:32:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:32:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:33:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:33:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:34:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:34:39 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:35:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:35:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:36:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:36:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:37:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:37:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:38:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:38:40 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:39:41 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:39:41 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:39:54 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:39:54 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:39:56 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:39:56 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:40:02 | INFO     | websocket_api             | connect              | WebSocket connection accepted from Address(host='172.18.0.1', port=40568)
2026-06-20 11:40:02 | INFO     | websocket_api             | authenticate         | Authenticated session: test-user:test-project:test-session-123
2026-06-20 11:40:02 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:40:02 | DEBUG    | websocket_api             | send_message         | Sent connected message to test-session-123
2026-06-20 11:40:02 | INFO     | websocket_api             | handle_init          | Session initialized: test-session-123
2026-06-20 11:40:04 | INFO     | websocket_api             | websocket_endpoint   | WebSocket disconnect received: test-user:test-project:test-session-123
2026-06-20 11:40:04 | INFO     | websocket_api             | disconnect           | Disconnected session: test-user:test-project:test-session-123
2026-06-20 11:40:41 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:40:41 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:41:41 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:41:41 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:42:03 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:42:03 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:42:30 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:42:30 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:42:30 | INFO     | websocket_api             | connect              | WebSocket connection accepted from Address(host='172.18.0.1', port=51214)
2026-06-20 11:42:30 | INFO     | websocket_api             | authenticate         | Authenticated session: redshark-tui:redshark-proj:test-e2e
2026-06-20 11:42:30 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:42:30 | DEBUG    | websocket_api             | send_message         | Sent connected message to test-e2e
2026-06-20 11:42:30 | INFO     | websocket_api             | handle_init          | Session initialized: test-e2e
2026-06-20 11:42:31 | INFO     | websocket_api             | handle_query         | Processing query for session test-e2e: List all running services on the target...
2026-06-20 11:42:31 | INFO     | project_settings          | fetch_agent_settings | Fetching agent settings from http://webapp:3000/api/projects/redshark-proj?includeSkillContent=true
2026-06-20 11:42:32 | ERROR    | project_settings          | load_project_settings | Failed to fetch agent settings for project redshark-proj: 404 Client Error: Not Found for url: http://webapp:3000/api/projects/redshark-proj?includeSkillContent=true
2026-06-20 11:42:32 | WARNING  | project_settings          | load_project_settings | Falling back to DEFAULT_AGENT_SETTINGS
2026-06-20 11:42:32 | INFO     | orchestrator_helpers.llm_setup | apply_project_settings | Model changed: None -> claude-opus-4-6
2026-06-20 11:42:32 | INFO     | orchestrator_helpers.llm_setup | setup_llm            | Setting up LLM: claude-opus-4-6
2026-06-20 11:42:32 | ERROR    | orchestrator_helpers.llm_setup | apply_project_settings | LLM setup failed for claude-opus-4-6: ValueError: Anthropic API key is required for model 'claude-opus-4-6'
2026-06-20 11:42:32 | INFO     | orchestrator_helpers.tradecraft_lookup | set_resources        | [tradecraft] manager initialized resources=0
2026-06-20 11:42:32 | INFO     | orchestrator              | _apply_project_settings | Tradecraft Lookup tool: zero enabled resources
2026-06-20 11:42:32 | INFO     | orchestrator              | _apply_project_settings | User MCP manifest changed (hash 4f53cda18c2b); reload scheduled.
2026-06-20 11:42:32 | ERROR    | orchestrator              | invoke_with_streaming | [redshark-tui/redshark-proj/test-e2e] LLM not configured. Please add an API key in Global Settings.
2026-06-20 11:42:32 | DEBUG    | websocket_api             | send_message         | Sent error message to test-e2e
2026-06-20 11:42:32 | INFO     | websocket_api             | _run_orchestrator_query | Query completed for session test-e2e
2026-06-20 11:42:32 | WARNING  | tools                     | reconnect            | MCP client dead (reason: mcp_manifest_reload); rebuilding (gen 0 -> targeting 1)
2026-06-20 11:42:32 | INFO     | tools                     | get_tools            | Connecting to MCP servers...
2026-06-20 11:42:32 | INFO     | tools                     | get_tools            | Connecting to MCP network_recon (sse) -> http://kali-sandbox:8000/sse
2026-06-20 11:42:32 | INFO     | tools                     | get_tools            | Connecting to MCP nmap (sse) -> http://kali-sandbox:8004/sse
2026-06-20 11:42:32 | INFO     | tools                     | get_tools            | Connecting to MCP metasploit (sse) -> http://kali-sandbox:8003/sse
2026-06-20 11:42:32 | INFO     | tools                     | get_tools            | Connecting to MCP nuclei (sse) -> http://kali-sandbox:8002/sse
2026-06-20 11:42:32 | INFO     | tools                     | get_tools            | Connecting to MCP playwright (sse) -> http://kali-sandbox:8005/sse
2026-06-20 11:42:32 | WARNING  | tools                     | get_tools            | MCP connection attempt 1/3 failed: unhandled errors in a TaskGroup (1 sub-exception). Retrying in 2s...
2026-06-20 11:42:32 | WARNING  | orchestrator_helpers.chat_persistence | update_conversation  | Conversation update failed (500): {"error":"Failed to update conversation"}
2026-06-20 11:42:32 | WARNING  | orchestrator_helpers.chat_persistence | save_chat_message    | Chat persistence failed (500): {"error":"Failed to save messages"}
2026-06-20 11:42:32 | WARNING  | orchestrator_helpers.chat_persistence | save_chat_message    | Chat persistence failed (500): {"error":"Failed to save messages"}
2026-06-20 11:42:32 | WARNING  | orchestrator_helpers.chat_persistence | update_conversation  | Conversation update failed (500): {"error":"Failed to update conversation"}
2026-06-20 11:42:34 | INFO     | websocket_api             | websocket_endpoint   | WebSocket disconnect received: redshark-tui:redshark-proj:test-e2e
2026-06-20 11:42:34 | INFO     | websocket_api             | disconnect           | Disconnected session: redshark-tui:redshark-proj:test-e2e
2026-06-20 11:42:34 | WARNING  | tools                     | get_tools            | MCP connection attempt 2/3 failed: unhandled errors in a TaskGroup (1 sub-exception). Retrying in 4s...
2026-06-20 11:42:38 | ERROR    | tools                     | get_tools            | Failed to connect to MCP servers after 3 attempts: unhandled errors in a TaskGroup (1 sub-exception)
2026-06-20 11:42:38 | WARNING  | tools                     | get_tools            | Continuing without MCP tools
2026-06-20 11:42:38 | ERROR    | tools                     | reconnect            | MCP reconnect failed: no tools loaded, still at gen 0
2026-06-20 11:42:38 | WARNING  | orchestrator              | reload_mcp_manifests | MCP manifest reload: reconnect returned no tools; system tools may be temporarily unavailable.
2026-06-20 11:47:08 | INFO     | api                       | lifespan             | Shutting down RedAmon Agent API...
2026-06-20 11:47:08 | INFO     | orchestrator              | close                | AgentOrchestrator closed
2026-06-20 11:47:27 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:47:27 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:47:27 | INFO     | logging_config            | setup_logging        | Logging configured - File: /app/logs/agent.log
2026-06-20 11:47:27 | INFO     | logging_config            | setup_logging        |   Module log: cypherfix_codefix -> /app/cypherfix_codefix/logs/codefix.log
2026-06-20 11:47:27 | INFO     | logging_config            | setup_logging        |   Module log: cypherfix_triage -> /app/cypherfix_triage/logs/triage.log
2026-06-20 11:47:27 | INFO     | project_settings          | get_settings         | Using DEFAULT_AGENT_SETTINGS (no project loaded yet)
2026-06-20 11:47:27 | INFO     | logging_config            | setup_logging        | Max file size: 10.0 MB, Backup count: 5
2026-06-20 11:47:27 | INFO     | api                       | lifespan             | Starting RedAmon Agent API...
2026-06-20 11:47:27 | INFO     | orchestrator              | initialize           | Initializing AgentOrchestrator...
2026-06-20 11:47:27 | INFO     | tools                     | get_tools            | Connecting to MCP servers...
2026-06-20 11:47:27 | INFO     | tools                     | get_tools            | Connecting to MCP network_recon (sse) -> http://kali-sandbox:8000/sse
2026-06-20 11:47:27 | INFO     | tools                     | get_tools            | Connecting to MCP nmap (sse) -> http://kali-sandbox:8004/sse
2026-06-20 11:47:27 | INFO     | tools                     | get_tools            | Connecting to MCP metasploit (sse) -> http://kali-sandbox:8003/sse
2026-06-20 11:47:27 | INFO     | tools                     | get_tools            | Connecting to MCP nuclei (sse) -> http://kali-sandbox:8002/sse
2026-06-20 11:47:27 | INFO     | tools                     | get_tools            | Connecting to MCP playwright (sse) -> http://kali-sandbox:8005/sse
2026-06-20 11:47:28 | WARNING  | tools                     | get_tools            | MCP connection attempt 1/5 failed: unhandled errors in a TaskGroup (1 sub-exception). Retrying in 10s...
2026-06-20 11:47:38 | WARNING  | tools                     | get_tools            | MCP connection attempt 2/5 failed: unhandled errors in a TaskGroup (1 sub-exception). Retrying in 20s...
2026-06-20 11:47:58 | WARNING  | tools                     | get_tools            | MCP connection attempt 3/5 failed: unhandled errors in a TaskGroup (1 sub-exception). Retrying in 30s...
2026-06-20 11:48:29 | WARNING  | tools                     | get_tools            | MCP connection attempt 4/5 failed: unhandled errors in a TaskGroup (1 sub-exception). Retrying in 40s...
2026-06-20 11:49:09 | ERROR    | tools                     | get_tools            | Failed to connect to MCP servers after 5 attempts: unhandled errors in a TaskGroup (1 sub-exception)
2026-06-20 11:49:09 | WARNING  | tools                     | get_tools            | Continuing without MCP tools
2026-06-20 11:49:09 | INFO     | tools                     | get_tool             | Setting up Neo4j connection to bolt://neo4j:7687
2026-06-20 11:49:22 | INFO     | tools                     | get_tool             | Neo4j graph query tool configured with tenant filtering
2026-06-20 11:49:22 | INFO     | orchestrator              | _setup_knowledge_base | KB_ENABLED=false — skipping knowledge base setup
2026-06-20 11:49:22 | WARNING  | tools                     | get_tool             | Neither Tavily API key nor knowledge base configured — web_search tool will not be available.
